cmc_rank,symbol,num_market_pairs,tags,max_supply,circulating_supply,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,volume_24h_usd
442,SUSD,138,store-of-value|defi|stablecoin|algorithmic-stablecoin|synthetics|fantom-ecosystem|usd-stablecoin,142399574.0,42587516.63704031,,,,2023-03-27T00:40:00.000Z,2282224.74813886
443,PHB,29,retail|ai-big-data|enterprise-solutions|web3,,39768304.0,35888440.0,38390937.78498027,,2023-03-27T00:40:00.000Z,6858630.49514309
444,UQC,36,asset-management|commodities|marketplace|defi|e-commerce|payments|token|defi-2,,10000000.0,,,,2023-03-27T00:40:00.000Z,241783.0656202
445,FLM,40,defi|dao|yield-farming|binance-chain|binance-launchpool,,459528942.94488066,,,0.89400417,2023-03-27T00:40:00.000Z,1069718.43808387
446,POLS,94,defi|polkadot|polkadot-ecosystem|launchpad|bnb-chain,,99221432.0,,,,2023-03-27T00:40:00.000Z,1964008.1404338
447,BAX,8,platform|payments,63000000000.0,49853700000.003334,,,,2023-03-27T00:40:00.000Z,2308700.19120666
448,POLIS,27,collectibles-nfts|gaming|solana-ecosystem|metaverse|petrock-capital-portfolio|play-to-earn,360000000.0,153005849.2151,,,,2023-03-27T00:40:00.000Z,84283.08086289
449,CRE,13,retail|loyalty,,8790810726.756237,,,,2023-03-27T00:40:00.000Z,629320.4787978
450,TLOS,38,medium-of-exchange|services|enterprise-solutions|collectibles-nfts|defi|zero-knowledge-proofs|smart-contracts|bnb-chain,355208371.0,270123443.8443,313498442.9326,48093669.500592895,,2023-03-27T00:40:00.000Z,1033651.76579771
451,MDT,56,marketplace|ai-big-data,1000000000.0,676157012.5,,,,2023-03-27T00:40:00.000Z,12820925.46329083
452,ONUS,6,,100000000.0,97106390.0,37106390.0,15737068.26177213,,2023-03-27T00:40:00.000Z,787.20093638
453,CUSD,50,defi|stablecoin|algorithmic-stablecoin|celo-ecosystem|usd-stablecoin,1000000000000000.0,40739980.84207228,,,,2023-03-27T00:40:00.000Z,343276.58557463
454,LIT,55,ethereum-ecosystem|substrate|polkadot|polkadot-ecosystem|web3|injective-ecosystem,100000000.0,39619382.63,,,,2023-03-27T00:40:00.000Z,6937764.25167722
455,QOM,18,memes,1000000000000000.0,599886333333333.0,599999999999999.0,40337677.91805472,,2023-03-27T00:40:00.000Z,638448.53502701
456,TVK,48,collectibles-nfts|metaverse|exnetwork-capital-portfolio|polygon-ecosystem,1200000000.0,999021441.7738041,,,,2023-03-27T00:40:00.000Z,3994012.40636692
457,DG,7,,1000000000.0,217041086.01,221421929.00749993,40867582.30080207,,2023-03-27T00:40:00.000Z,0.0
458,RARE,70,marketplace|collectibles-nfts|dao,1000000000.0,345964284.309,,,,2023-03-27T00:40:00.000Z,2540153.63061324
459,DXD,16,defi|dao|governance|polygon-ecosystem|arbitrum-ecosytem,,49320.0,,,,2023-03-27T00:40:00.000Z,12127.36728087
460,VRSC,10,mineable|hybrid-pow-pos|defi|privacy|zero-knowledge-proofs|identity|interoperability|scaling|staking|amm,83540184.0,72777942.80542012,,,,2023-03-27T00:40:00.000Z,6827.56729981
461,MOC,2,,500000000.0,379623955.63,378302188.0,39225503.54903005,,2023-03-27T00:40:00.000Z,983893.01759532
462,BIFI,124,defi|yield-farming|yield-aggregator|governance|heco-ecosystem|avalanche-ecosystem|polygon-ecosystem|fantom-ecosystem|arbitrum-ecosytem|moonriver-ecosystem|bnb-chain|optimism-ecosystem,80000.0,80000.0,,,,2023-03-27T00:40:00.000Z,902378.31656735
463,HIFI,16,,,95012805.11,97686284.82446778,40371736.32959489,,2023-03-27T00:40:00.000Z,1733142.87566182
464,ETN,24,mineable|medium-of-exchange|wallet,21000000000.0,17942328386.35,,,,2023-03-27T00:40:00.000Z,42978.10091004
465,OPUL,29,music|algorand-ecosystem|trustswap-launchpad|spartan-group|real-world-assets,500000000.0,227564106.5301191,94835752.0,16252697.50513691,,2023-03-27T00:40:00.000Z,818505.05194338
466,PRO,16,real-estate|escrow|smart-contracts|arrington-xrp-capital-portfolio,,82050200.0,,,,2023-03-27T00:40:00.000Z,408271.65145187
467,UFO,37,platform|collectibles-nfts|gaming|metaverse|play-to-earn,25757575757575.0,25757575757575.5,25757575757575.0,38051978.43674862,,2023-03-27T00:40:00.000Z,761363.5726807
468,ALCX,83,defi|yield-farming|governance|lending-borowing|olympus-pro-ecosystem|defi-2|protocol-owned-liquidity|spartan-group,,1720622.66992304,,,0.74641654,2023-03-27T00:40:00.000Z,4119630.28011224
469,LOKA,48,collectibles-nfts|gaming|entertainment|ethereum-ecosystem|binance-launchpad|a16z-portfolio|polygon-ecosystem|skyvision-capital-portfolio,500000000.0,73874861.14654545,105542307.0,53507160.29515687,,2023-03-27T00:40:00.000Z,3907424.65603115
470,DFG,4,,1000000000.0,10000000.0,10000000.0,37432924.76833001,,2023-03-27T00:40:00.000Z,8806.18363568
471,ZBC,39,binance-smart-chain|coinbase-ventures-portfolio|solana-ecosystem|circle-ventures-portfolio,10000000000.0,2367295260.0,2672486395.0,42050712.616910584,,2023-03-27T00:40:00.000Z,9766530.68593626
472,NPT,10,,1000000000.0,27110229.0,,,,2023-03-27T00:40:00.000Z,700601.8935461
473,BAR,28,sports|fan-token|binance-launchpad|soccer,40000000.0,9405235.0,9405235.0,36537320.97769555,,2023-03-27T00:40:00.000Z,1845069.39099818
474,SWEAT,37,sports|collectibles-nfts|gaming|staking|near-protocol-ecosystem|move-to-earn,0.0,4132840765.181,4132848118.939,36473999.48160827,,2023-03-27T00:40:00.000Z,1311312.67588399
475,VELO,25,,30000000000.0,4984154058.0,4984154058.0,36347270.88094611,,2023-03-27T00:40:00.000Z,7002905.80189307
476,SDAO,44,ai-big-data|defi|poolz-finance-portfolio|exnetwork-capital-portfolio|cross-chain-dex-aggregator,100000000.0,56719692.0,,,,2023-03-27T00:40:00.000Z,2401125.45067135
477,BTM,63,mineable|platform|cosmos-ecosystem|payments|smart-contracts|polygon-ecosystem|injective-ecosystem|real-world-assets,2100000000.0,1789246837.5,,,,2023-03-27T00:40:00.000Z,421074.89520077
478,BAKE,155,collectibles-nfts|defi|gaming|binance-chain|amm|dex|bnb-chain,,193529265.3176896,7306054.0,1348928.870943224,,2023-03-27T00:40:00.000Z,3114279.17230071
479,WXT,23,asset-management|centralized-exchange|payments|mobile-payment,10000000000.0,10000000000.0,,,,2023-03-27T00:40:00.000Z,92589.3108079
480,IDEX,56,decentralized-exchange-dex-token|defi,,673858613.5007784,,,12.77323898,2023-03-27T00:40:00.000Z,10881087.59770159
481,AUCTION,49,defi|polkadot-ecosystem|bounce-launchpad|bnb-chain,10000000.0,6500000.0,4000000.0,21748041.833426956,,2023-03-27T00:40:00.000Z,799968.60886372
482,SBD,6,media|content-creation|stablecoin,,12048195.683,,,,2023-03-27T00:40:00.000Z,4365243.75344941
483,AKT,31,cosmos-ecosystem|storage|solana-ecosystem|web3|injective-ecosystem,388539008.0,113861304.115862,,,,2023-03-27T00:40:00.000Z,1101110.91926461
484,FIS,55,defi|substrate|polkadot|polkadot-ecosystem|exnetwork-capital-portfolio|injective-ecosystem|liquid-staking-derivatives,114911733.0,60452000.0,87400000.0,50772430.27662902,1.11187836,2023-03-27T00:40:00.000Z,17083754.39536641
485,GRS,29,mineable|pow|groestl|medium-of-exchange,105000000.0,82213403.88736624,,,,2023-03-27T00:40:00.000Z,8533722.19324284
486,ASD,6,centralized-exchange,,660615274.0,,,,2023-03-27T00:40:00.000Z,5046981.15624953
487,OUSD,15,defi|stablecoin|usd-stablecoin,,34867376.0,,,,2023-03-27T00:40:00.000Z,1467041.81471663
488,KP3R,75,defi|yearn-partnerships|fantom-ecosystem|olympus-pro-ecosystem,,425178.0,,,,2023-03-27T00:40:00.000Z,2197104.91481693
489,SWAP,60,defi|launchpad|avalanche-ecosystem,100000000.0,99995164.26708125,,,,2023-03-27T00:40:00.000Z,1515383.61915428
490,GAS,56,medium-of-exchange|payments|smart-contracts,100000000.0,10128375.105773,59083340.851,201801222.65083617,,2023-03-27T00:40:00.000Z,10739167.02861536
491,WAIT,4,,100000000.0,97959724.51775354,97959724.0,34572943.85174486,,2023-03-27T00:40:00.000Z,83027.49831647
492,PRE,18,platform|ai-big-data|crowdsourcing|search-engine,500000000.0,396578435.0,,,,2023-03-27T00:40:00.000Z,263117.03221571
493,DIA,76,platform|ai-big-data|defi|oracles|smart-contracts|ethereum-ecosystem|substrate|polkadot-ecosystem|avalanche-ecosystem|solana-ecosystem|exnetwork-capital-portfolio|polygon-ecosystem|fantom-ecosystem|web3|near-protocol-ecosystem|arbitrum-ecosytem|injective-ecosystem|bnb-chain,200000000.0,94287049.0,94287049.0,34290161.264901415,,2023-03-27T00:40:00.000Z,2170515.54485878
494,BTS,53,pos|sha-512|marketplace|decentralized-exchange-dex-token|defi|synthetics,3600570502.0,2994881166.27975,,,,2023-03-27T00:40:00.000Z,431223.41911749
495,BCD,29,mineable|medium-of-exchange|payments|btc-ecosystem,210000000.0,186492897.953,,,,2023-03-27T00:40:00.000Z,70767.76569982
496,DF,52,defi|arbitrum-ecosytem|optimism-ecosystem,999934977.0,432032331.945122,446559033.6275177,34795214.24273639,0.78951673,2023-03-27T00:40:00.000Z,11654003.66392887
497,EUROC,26,stablecoin|ethereum-ecosystem|eur-stablecoin,,31061683.66,,,,2023-03-27T00:40:00.000Z,520952.4285156
498,WNCG,28,binance-labs-portfolio|animoca-brands-portfolio|skyvision-capital-portfolio,1000000000.0,239576865.18,239576755.18,33421688.12057316,,2023-03-27T00:40:00.000Z,411144.86619178
499,CHESS,66,defi|derivatives|staking|yield-farming|binance-smart-chain|three-arrows-capital-portfolio|governance|binance-labs-portfolio|mvb|bnb-chain|liquid-staking-derivatives,300000000.0,116541943.0,,,0.55729334,2023-03-27T00:40:00.000Z,12918863.35664392
500,ATLAS,42,collectibles-nfts|gaming|solana-ecosystem|metaverse|petrock-capital-portfolio|play-to-earn,36000000000.0,9803356511.0,,,,2023-03-27T00:40:00.000Z,1183060.59694268
